,source,author,title,content,description,url,image_url?,published_at,tags
10,France 24,No Author,هونغ كونغ.. القمع باسم النظام والقانون,,"
                                                في هونغ كونغ، تصعّد السلطات الصينية قمعها مستغلة قانون الأمن القومي، مما يحوّل المدينة إلى مساحة خانقة تُسحق فيها المعارضة وتُصادر الحريات. الحكومة تعتقل الصحفيين والنشطاء والمعارضين السياسيين، فتزجّ بالبعض في السجون وتجبر الآخرين على المنفى. الشرطة تغلق وسائل الإعلام المستقلة، والمسؤولون يفرضون الرقابة على المعلمين، وحتى أبسط أشكال التضامن، مثل إرسال الحلوى إلى المعتقلين، يصبح جريمة يعاقب عليها بالسجن. من خلال شهادات مؤثرة، يكشف هذا الوثائقي كيف تحوّلت هونغ كونغ إلى سجن مفتوح، حيث يواجه سكانها معادلة قاسية بين المقاومة والاستسلام، بينما تبسط بكين سيطرتها الكاملة على مدينة كانت يوما ما رمزا للحرية في آسيا.                    ",https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D9%85%D8%B1%D8%A7%D8%B3%D9%84%D9%88%D9%86/20250208-%D9%87%D9%88%D9%86%D8%BA-%D9%83%D9%88%D9%86%D8%BA-%D8%A7%D9%84%D9%82%D9%85%D8%B9-%D8%A8%D8%A7%D8%B3%D9%85-%D8%A7%D9%84%D9%86%D8%B8%D8%A7%D9%85-%D9%88%D8%A7%D9%84%D9%82%D8%A7%D9%86%D9%88%D9%86,https://s.france24.com/media/display/2764bd58-e631-11ef-b778-005056a97e36/w:720/p:16x9/AR_PUSH_PICTURE%20RERPLUS%20HONG%20KONG.jpg,08/02/2025 - 16:31,آسيا
11,France 24,No Author,الضرائب الفلسطينية: أداة ضغط اقتصادي إسرائيلي,,"
                                                تستمر إسرائيل في اقتطاع جزء كبير من أموال الضرائب الفلسطينية، التي تشكل ثلثي إيرادات السلطة الفلسطينية، ما يضعها في أزمة مالية خانقة. وتستخدم إسرائيل هذه الأموال كعقاب للسلطة الفلسطينية عند اتخاذها مواقف لا تتوافق مع مصالحها، مما يؤدي إلى تدهور الأوضاع الاقتصادية الفلسطينية وتراجع النشاط التجاري والقدرة على دفع الرواتب.                    ",https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D8%B1%D9%8A%D8%A8%D9%88%D8%B1%D8%AA%D8%A7%D8%AC/20250218-%D8%A7%D9%84%D8%B6%D8%B1%D8%A7%D8%A6%D8%A8-%D8%A7%D9%84%D9%81%D9%84%D8%B3%D8%B7%D9%8A%D9%86%D9%8A%D8%A9-%D8%A3%D8%AF%D8%A7%D8%A9-%D8%B6%D8%BA%D8%B7-%D8%A7%D9%82%D8%AA%D8%B5%D8%A7%D8%AF%D9%8A-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A,https://s.france24.com/media/display/10c9ee68-ee12-11ef-809f-005056bfb2b6/w:1280/p:16x9/thumbnail%20%289%29-1.jpg,18/02/2025 - 17:07,No Tags
12,France 24,No Author,بينالي الفنون الإسلامية : كسوة الكعبة تعرض لأول مرة,,"
                                                في سلسلة خاصة من برنامج ثقافة، تأخذنا ليانا صالح إلى مدينة جدة في المملكة العربية السعودية للتعرف إلى أبرز خصائص الدورة الثانية لبينالي الفنون الإسلامية التي تستكشف ثيمة وما بينهما التي وردت في القرآن حوالى عشرين مرة.في هذا العدد، نشاهد لأوّل مرّة كسوة الكعبة، بالإضافة مقتنيات خاصة تخرج لأوّل مرّة من مكّة والمدينة.                    ",https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D8%AB%D9%82%D8%A7%D9%81%D8%A9/20250218-%D8%A8%D9%8A%D9%86%D8%A7%D9%84%D9%8A-%D8%A7%D9%84%D9%81%D9%86%D9%88%D9%86-%D8%A7%D9%84%D8%A5%D8%B3%D9%84%D8%A7%D9%85%D9%8A%D8%A9-%D9%83%D8%B3%D9%88%D8%A9-%D8%A7%D9%84%D9%83%D8%B9%D8%A8%D8%A9-%D8%AA%D8%B9%D8%B1%D8%B6-%D9%84%D8%A3%D9%88%D9%84-%D9%85%D8%B1%D8%A9,https://s.france24.com/media/display/4f58a022-edfc-11ef-a5be-005056a90284/w:1280/p:16x9/capture-12045049467b48b1a4e8c94.97285033.jpg,18/02/2025 - 14:48,ثقافة
13,France 24,No Author,ليبيا: منظمات المجتمع المدني في مواجهة العقبات البيروقراطية,,"
                                                شهدت ليبيا منذ 2011 تطورا ملحوظا في عدد منظمات المجتمع المدني، حيث برزت كجهات فاعلة في مختلف المجالات، من الإغاثة الإنسانية إلى حقوق الإنسان والتنمية المستدامة. ومع ذلك، تواجه هذه المنظمات تحديات عديدة، من بينها غياب إطار قانوني واضح، وصعوبة الحصول على التمويل، ومدى تقبل المجتمع لدورها.                    ",https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D8%B1%D9%8A%D8%A8%D9%88%D8%B1%D8%AA%D8%A7%D8%AC/20250218-%D9%84%D9%8A%D8%A8%D9%8A%D8%A7-%D9%85%D9%86%D8%B8%D9%85%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AC%D8%AA%D9%85%D8%B9-%D8%A7%D9%84%D9%85%D8%AF%D9%86%D9%8A-%D9%81%D9%8A-%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%A7%D9%84%D8%B9%D9%82%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%A8%D9%8A%D8%B1%D9%88%D9%82%D8%B1%D8%A7%D8%B7%D9%8A%D8%A9,https://s.france24.com/media/display/4aaf6068-edfe-11ef-993d-005056a90284/w:1280/p:16x9/capture-198938389867b48e6de3fdd1.90601049.jpg,18/02/2025 - 14:45,No Tags
14,France 24,No Author,"هل الدولة التونسية ""متورطة في بيع المهاجرين"" إلى ليبيا؟",,"
                                                يتوقف حكيم بالطيفة في هذه الحلقة من وجها لوجه عند  تقرير مجموعة من الباحثين مستند على شهادات مهاجرين رُفع إلى البرلمان الأوروبي يتهم الدولة التونسية ببيع المهاجرين غير النظاميين إلى ليبيا وسط تنديد تونس بما وصفتها بأخبار مضللة، مع ضيفيّ الحلقة من تونس بدر السماوي الخبير في قضايا الحماية الاجتماعية، والأمين العام لحركة النضال الوطني بتونس ومن أثينا محمد الكاشف المحامي والاستشاري في سياساتِ الهجرة وحقوق اللاجئين  في شبكة Migreurope ومنظمة مراقبة المتوسط..                      ",https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D9%88%D8%AC%D9%87%D8%A7-%D9%84%D9%88%D8%AC%D9%87/20250217-%D9%87%D9%84-%D8%A7%D9%84%D8%AF%D9%88%D9%84%D8%A9-%D8%A7%D9%84%D8%AA%D9%88%D9%86%D8%B3%D9%8A%D8%A9-%D9%85%D8%AA%D9%88%D8%B1%D8%B7%D8%A9-%D9%81%D9%8A-%D8%A8%D9%8A%D8%B9-%D8%A7%D9%84%D9%85%D9%87%D8%A7%D8%AC%D8%B1%D9%8A%D9%86-%D8%A5%D9%84%D9%89-%D9%84%D9%8A%D8%A8%D9%8A%D8%A7,https://s.france24.com/media/display/f1c45772-ed73-11ef-8e66-005056bfb2b6/w:1280/p:16x9/capture-192583502767b3a652281a96.81029084.jpg,17/02/2025 - 22:19,الأخبار المغاربية
15,France 24,No Author,"صورة متداولة لشبان جذابون ووسيمون: هل هؤلاء هم أعضاء فريق شركة  ""ديب سيك""؟",,"
                                                انتشرت على وسائل التواصل الاجتماعي صور جذابة زعم مستخدمون أنها لأعضاء فريق شركة ""ديب سيك"". ما حقيقة هذه الصور؟                    ",https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D8%AD%D9%82%D9%8A%D9%82%D8%A9-%D8%A3%D9%85-%D9%81%D8%A8%D8%B1%D9%83%D8%A9/20250206-%D8%B5%D9%88%D8%B1%D8%A9-%D9%85%D8%AA%D8%AF%D8%A7%D9%88%D9%84%D8%A9-%D9%84%D8%B4%D8%A8%D8%A7%D9%86-%D8%AC%D8%B0%D8%A7%D8%A8%D9%88%D9%86-%D9%88%D9%88%D8%B3%D9%8A%D9%85%D9%88%D9%86-%D9%87%D9%84-%D9%87%D8%A4%D9%84%D8%A7%D8%A1-%D9%87%D9%85-%D8%A3%D8%B9%D8%B6%D8%A7%D8%A1-%D9%81%D8%B1%D9%8A%D9%82-%D8%B4%D8%B1%D9%83%D8%A9-%D8%AF%D9%8A%D8%A8-%D8%B3%D9%8A%D9%83,https://s.france24.com/media/display/2a471868-e4d3-11ef-ba8e-005056bfb2b6/w:720/p:16x9/AR_20250206_222051_222404_CS.jpg,06/02/2025 - 22:42,آسيا
16,France 24,No Author,"حرب اقتصادية: الصين ترفض الرسوم الجمركية الأمريكية وتدعو إلى ""الحوار"" لحل الخلافات","
عبّرت الصين الأربعاء عن ""معارضتها القاطعة"" لزيادة الولايات المتحدة الرسوم الجمركية على صادراتها، ودعت إلى ""الحوار والمناقشات"" لحل الخلافات التجارية بدلا من التصعيد.
وأعلن الناطق باسم وزارة الخارجية الصينية، لين جيان، أن بكين ""تستنكر بشدة"" الخطوة الأمريكية، مؤكدا أن الحل لا يكمن في فرض رسوم إضافية من جانب واحد، بل في ""حوار مبني على الاحترام المتبادل"".
وفرضت واشنطن رسوما إضافية بنسبة 10 % على مجمل الصادرات الصينية إلى الولايات المتحدة، فما كان من بكين إلا أن ردت سريعا بالوعيد بفرض حواجز جمركية على عدة منتجات أمريكية، من النفط الخام إلى الآلات الزراعية.
بالتزامن، أعلنت الصين قيودا جديدة على تصدير بعض المعادن والعناصر شبه المعدنية، التي تعد أساسية في صناعات مختلفة كالطاقة والتعدين.
وشدد لين جيان على أن الإجراءات الصينية تأتي في إطار ""الدفاع عن حقوقها ومصالحها المشروعة"".
وفي تعليقه على قرار خدمة البريد الأمريكية تعليق استلام الطرود من الصين وهونغ كونغ، حث لين واشنطن على ""التوقف عن تسييس القضايا الاقتصادية والتجارية، وعدم استهداف الشركات الصينية بشكل غير عادل"".
من جهته، كان الرئيس الأمريكي دونالد ترامب قد ألمح الإثنين إلى إمكانية التحدث قريبا مع نظيره الصيني شي جينبينغ، قبل أن يعود ويؤكد أنه ""ليس في عجلة"" لإجراء ذلك الاتصال.
ويعتبر ترامب أن فرض الرسوم على الصين يشكل ردا على ما وصفه بضعف إجراءات بكين لوقف إنتاج الفنتانيل، المادة الأفيونية المتسببة بوفيات كثيرة في الولايات المتحدة، الأمر الذي نفاه الناطق باسم الخارجية الصينية، مشددا على أن لدى الصين ""إحدى أكثر السياسات صرامة"" في مكافحة المخدرات.
فرانس24/ أ ف ب","
                                        رفضت الصين الرسوم الجمركية الإضافية التي فرضتها أمريكا على صادراتها، ووصفتها بـ""غير المقبولة""، فيما دعت إلى ""الحوار"" بدلا من التصعيد. وردت بكين بإجراءات انتقامية تشمل رسوما جمركية على منتجات أمريكية وقيودا على تصدير معادن أساسية. وتتهم إدارة دونالد ترامب الصين بالإخفاق في مكافحة إنتاج الفنتانيل، وهو ما تنفيه بكين التي تشدد على التزامها الصارم بمكافحة المخدرات.                ",https://www.france24.com/ar/%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D8%A7/20250206-%D8%A7%D9%84%D8%B5%D9%8A%D9%86-%D8%AA%D8%B1%D9%81%D8%B6-%D8%A7%D9%84%D8%B1%D8%B3%D9%88%D9%85-%D8%A7%D9%84%D8%AC%D9%85%D8%B1%D9%83%D9%8A%D8%A9-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A%D8%A9-%D9%88%D8%AA%D8%AF%D8%B9%D9%88-%D9%84%D9%84%D8%AD%D9%88%D8%A7%D8%B1-%D9%85%D8%B9-%D8%A7%D9%84%D9%88%D9%84%D8%A7%D9%8A%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%AA%D8%AD%D8%AF%D8%A9,https://s.france24.com/media/display/3df01c6c-e365-11ef-9b13-005056a97e36/w:720/p:16x9/AP25035246042354.jpg,06/02/2025 - 03:14,آسيا
17,France 24,No Author,"إيران تدين تصريحات ماكرون بشأن مسجونين فرنسيين وصفهم ""بالرهائن""","

دان المتحدث باسم وزارة الخارجية الإيرانية إسماعيل بقائي في مؤتمر صحفي الإثنين تصريحات الرئيس الفرنسي إيمانويل ماكرون بشأن احتجاز فرنسيين منذ ألف يوم وثالث لأكثر من عامين في إيران، معتبرة أنها ""غير بناءة"".
وقال بقائي إن ""القرارات التي اتخذها نظامنا (القضائي) كانت متوافقة مع القانون"". وأضاف: ""نحن لا نعتقد أن مثل هذه التعليقات مفيدة أو بناءة (...) ولا تساهم في تهدئة العلاقات بين البلدين"".
وندّد الرئيس الفرنسي الجمعة الماضية ""بالاحتجاز التعسّفي وغير اللائق"" للفرنسيين الثلاثة، ووصفهم ""بالرهائن""، وطالب بالإفراج عنهم.

وتعتقل إيران سيسيل كولر (40 عاما) وشريكها جاك باري منذ أيار/مايو 2022. ووجّه القضاء الإيراني إليهما تهمة ""التجسس""، وهو ما ينفيه أقاربهما بشدة. كما تحتجز أوليفييه غروندو منذ 2022.
وتصف باريس هؤلاء السجناء بأنّهم ""رهائن دولة"". وتُتهم إيران التي تحتجز العديد من المواطنين الغربيين أو المزدوجي الجنسية، من جانب مؤيديهم ومنظمات غير حكومية، باستخدامهم كورقة مساومة في المفاوضات بينها وبين دول أخرى.
","
                                        انتقدت إيران الإثنين على لسان إسماعيل بقائي، المتحدث باسم وزارة الخارجية، الرئيس الفرنسي إيمانويل ماكرون بسبب التصريحات التي أدلي بها الجمعة بشأن الفرنسيين المحتجزين في سجون إيران منذ أكثر من ألف يوم والتي وصفهم فيها ""بالرهائن"". وقال بقائي إن تصريحات ماكرون ""غير بناءة (...) ولا تساهم في تهدئة العلاقات بين البلدين"".                ",https://www.france24.com/ar/%D8%A2%D8%B3%D9%8A%D8%A7/20250203-%D8%A5%D9%8A%D8%B1%D8%A7%D9%86-%D8%AA%D8%AF%D9%8A%D9%86-%D8%AA%D8%B5%D8%B1%D9%8A%D8%AD%D8%A7%D8%AA-%D9%85%D8%A7%D9%83%D8%B1%D9%88%D9%86-%D8%A8%D8%B4%D8%A3%D9%86-%D8%A7%D9%84%D9%85%D8%B3%D8%AC%D9%88%D9%86%D9%8A%D9%86-%D8%A7%D9%84%D9%81%D8%B1%D9%86%D8%B3%D9%8A%D9%8A%D9%86-%D8%A7%D9%84%D8%B0%D9%8A%D9%86-%D9%88%D8%B5%D9%81%D9%87%D9%85-%D8%A8%D8%A7%D9%84%D8%B1%D9%87%D8%A7%D8%A6%D9%86,https://s.france24.com/media/display/d7125450-cea7-11ef-bbf7-005056a90284/w:720/p:16x9/000_34QR2H2.jpg,03/02/2025 - 22:27,آسيا
18,France 24,No Author,صور الأقمار الاصطناعية تكشف عن مختبر في قلب الصين لتعزيز طموحاتها النووية,"
أظهرت صور للأقمار الاصطناعية نشرتها وكالة رويترز للأنباء الثلاثاء لأول مرة عن منشأة نووية تبنيها الصين وتبلغ قيمتها مليارات الدولارات.
يعد هذا المجمع الضخم للأبحاث النووية الواقع في مدينة ميانيانغ بمقاطعة سيتشوان وسط البلاد، نموذجا مشابها لمنشأة الإشعال الوطنية الأمريكية في شمال كاليفورنيا، والتي كلفت 3.5 مليار دولار وولدت في 2022 طاقة من تفاعل الاندماج أكثر من الليزر الذي يتم ضخه في الهدف ""التعادل العلمي""، حسب رويترز
في هذا السياق، قال خبراء في منظمتين تحليليتين إن هذا المجمع الذي يطلق عليه ""مختبر الأجهزة الكبرى لاندماج الليزر""، ويظهر في صور الأقمار الاصطناعية التي قدمتها شركة بلانت لابس Planet Labs الأمريكية، قد يساعد على استكشاف مصادر توليد الطاقة من جهة، لكن أيضا في تصميم الأسلحة النووية.


ونقل نفس المصدر عن ديكر إيفليث الباحث في منظمة ""سي.إن.إيه"" المستقلة للأبحاث ومقرها الولايات المتحدة، أن صور الأقمار الاصطناعية تظهر أربعة ""أذرع"" خارجية ستضم عنابر الليزر وعنبر تجارب مركزيا، به غرفة ستحتوي على نظائر الهيدروجين التي ستدمجها أشعة الليزر القوية لإنتاج الطاقة.
ويقدر إفيليث، الذي يعمل مع محللين في مركز ""جيمس مارتن"" لدراسات منع انتشار الأسلحة النووية، أن عنبر التجارب في المركز الصيني أكبر بنحو 50 بالمئة من ذلك الموجود في منشأة الإشعال الوطنية الأمريكية، والتي تعد الأكبر في العالم حاليا. ولم يُعلن عن هذه التطورات من قبل للجمهور بشكل رسمي حسب رويترز.
رغم ذلك، لم تكن الخطط الصينية لبناء هذا النوع من المختبرات سرية تماما أو مجهولة. في هذا السياق، يقول جون باسلي عالم فيزياء والذي يعمل على الاندماج بالليزر بجامعة يورك في بريطانيا: ""تشبه هذه الصور شينغوانغ 4 Shenguang IV، موقع نووي آخر لمثل هذا النوع من الأبحاث، يتحدث عنه الصينيون منذ سنوات، بما فيه خلال المؤتمرات الدولية. حيث إن هناك تطابقا في الحجم، جدول البناء، وحتى بالنسبة إلى موقعه في جنوب ميانيانغ"".
بالنسبة إلى هذا الباحث، فإن ما تظهره الأقمار الاصطناعية ليس بعد مركبا مكتملا بنسبة 100 بالمئة. لكنها تؤكد على إرادة الصين وطموحها في أن تصبح واحدة من الدول النادرة التي تمتلك مثل هذا المركز للأبحاث النووية. فحتى داخل النادي الحصري جدا للقوى النووية التسع العالمية، لا يوجد سوى دولتان فقط تملكان مختبرا للاندماج الليزري يضاهي ذلك الذي تبنيه الصين، وهي الولايات المتحدة التي تملك منشأة الإشعال الوطني NIF، وفرنسا مع منشأة ليزر ميغاغول LMJ في مدينة بوردو (جنوب غرب).
يقول غريغوري كاغان عالم فيزياء من معهد إمبريال كوليدج لندن إن ""هذه المرافق مكلفة للغاية"". فعلى سبيل المقارنة، كلف إنشاء منشأة ""نيف"" NIF في كاليفورنيا أكثر من 3 مليارات دولار، وهي التي كانت تعد حتى اليوم الأكبر والأهم في العالم. لكن مختبر أجهزة الاندماج الليزري الرئيسي الصيني ليس أقل أهمية من ذلك وهو يبدو مذهلا أكثر حسب الخبراء.
يرى هنريك هييم الخبير المختص في سياسات الأمن الصينية بالمعهد النرويجي للدراسات الدفاعية، بأن الأمر هنا ليس فقط مسألة الفوز بسباق على المرتبة الأولى لأكبر مركز أبحاث في هذا المجال، بل إن هذ الموقع ""يندرج ضمن سياق أوسع لمجهود كبير بذلته الصين على مدار الخمس أو الست أعوام الماضية لتوسيع برنامجها النووي"".
رغم ذلك، يعتبر غريغوري كاغان بأن منشآت من قبيل مختبر الأجهزة الرئيسية للاندماج بالليزر الذي تشيده الصين، ليست بالضرورة عسكرية. لكنه يلحظ خصوصا في هذا الشأن: ""من حيث المبدأ، فإن لهذه المواقع مهمة مزدوجة، بمعنى أنها مدنية وعسكرية في آن"".
في الواقع، يعتبر الاندماج بالليزر أحد مجالات البحث الرئيسية تتضمن إعادة إنتاج التفاعل الفيزيائي الذي يؤدي إلى توليد الضوء والطاقة مثل الشمس. حيث من المفترض أن يعمل الليزر على دمج ذرتين معا بعد دفعهما بسرعات عالية جدا. يشرح جون باسلي بأن النجاح في تنفيذ ذلك من شأنه ""أن يوفر مصدرا آمنا لا ينضب من الطاقة""، وهو ما يشبهه بـ""الكأس المقدسة (للإشارة إلى هدف يصعب تحقيقه أو يستحيل. وهو أمر بمثابة المعجزة)"" للطاقات المتجددة.
ومن المؤكد أن التغلب على الأمريكيين في مجال الطاقة النووية المدنية سيسعد الصين. إلا أن جيشها مهتم من جانبه بهذه التكنولوجيا. حيث باتت مختبرات أبحاث الاندماج الليزري مواقع مفيدة للغاية منذ أن وقعت الصين على معاهدة حظر التجارب النووية في 1998.
فهي توفر بديلا لإجراء الاختبارات على نطاق واسع. في هذا الشأن، قال جون باسلي: ""في هذا النوع من المنشآت، يمكن لنا أن نعيد خلق ظروف تشبه ما يحدث خلال انفجار سلاح نووي. من ثمة، فمن الممكن الحصول على بيانات يمكن استغلالها لاحقا لتغذية المحاكاة الحاسوبية لاختبارات الأسلحة النووية"". وهو يعترف بأنها ليست فعالة مثل الاختبارات الحقيقية لأسلحة الدمار الشامل، لكنها تبقى أقرب ما يمكن أن يعادلها.
ويعتبر هذا القرب من محاكاة التجاربة النووية هاما جدا بالنسبة للصين، حيث تبقى مسألة الاختبارات ""أحد المجالات التي لا يزال البرنامج النووي الصيني متخلفا عنها. في الواقع، لم تختبر بكين سوى 45 بالمئة فقط من ترسانتها، بالمقارنة مع آلاف الاختبارات التي أجرتها الولايات المتحدة وروسيا""، وفق ما قالت د. نيكولا ليفيرينغهاوس المختصة بالبرنامج النووي الصيني في معهد كينغز كوليدج بلندن.
وبناء عليه، تساعد مثل هذه الاختبارات في تعزيز البرنامج النووي الصيني، الذي لا يزال متخلفا عن النادي النووي في أكثر من مجال. في هذا الشأن، تشرح نيكولا ليفيرينغهاوس بأن المشكلة ليست فقط صغر ترسانة بكين النووية، بل إن ""الصينيين لا يملكون سوى قدرات إطلاق برية. ولا يزال أسطولهم البحري النووي يعاني عدة مشاكل، وهم لا يملكون تقريبا أي برنامج نووي جوي"".

بالنسبة إلى هذه الخبيرة، ينبغي على الصين قبل التفكير في إنتاج مزيد من القنابل، العمل على ""تأمين وتصميم الأسلحة النووية""، يسمح لها هذا على الأرجح بتنويع قدراتها على هذا المستوى. تضيف ليفيرينغهاوس بأن موقعا مثل ذلك الذي كشفت عنه الصور الأخيرة للأقمار الاصطناعية، سيكون مفيدا جدا في المسائل الأمنية. حيث تسمح إعادة إنتاج ظروف الانفجارات داخل المختبر بالعمل خصوصا على مسألة الاستقرار.
وبالتالي، فإن ""مختبر الأجهزة الكبرى للاندماج بالليزر"" هذا يتناسب بشكل ممتاز مع ما وصفه هنريك هييم بالتسارع الصيني نحو المستوى الأعلى في المجال النووي. فهل سيكون هذا مبعث قلق للأمريكيين وحلفائهم؟ يجيب خبير سياسات الأمن الصينية بالمعهد النرويجي للدراسات الدفاعية: ""المشكلة هو أن لا أحد كان يعرف أصلا أسباب سعي الصين خلال السنوات الأخيرة إلى زيادة قوتها النووية بشكل كبير. فعلى مدار ما يناهز 20 عاما، كان يبدو أن السلطات (بكين) مقتنعة بامتلاك ترسانة محدودة وأقل من تلك التي بحوزة القوى الكبرى كالولايات المتحدة وروسيا"".
بدوره، قال وليام ألبرك محلل السياسة النووية في مركز هنري إل ستيمسون إن ""أي دولة لديها منشأة مثل تلك الأمريكية يمكن أن تزداد ثقتها وتحسن تصميمات الأسلحة الحالية وتسهل تصميم القنابل في المستقبل بدون اختبار (الأسلحة نفسها) وربما ستفعل ذلك""، حسبما نقلت رويترز.
كما تلحظ د. نيكولا ليفيرينغهاوس أن هذا التواضع النووي يتماشى مع العقيدة النووية الصينية ""التي تحظر، مثلا، توجيه الضربة الأولى بالأسلحة النووية"". رسميا، تبقى الجهود الأخيرة، بما فيها بناء مختبر كذلك المتواجد في ميانيانغ، ذات أهداف دفاعية بحتة. لكن يلحظ هنريك هييم أن ""ما يعزز قلق الولايات المتحدة والدول الآسيوية الأخرى هو أن للصين دوافع خفية تميل لتكون هجومية أكثر. إنهم يخافون من أن تستخدم الصين قدراتها النووية المعززة كدرع في حال قررت بكين مهاجمة منطقة أخرى، مثل تايوان مثلا"".
بعبارة أخرى، يمكن للصينيين أن يستلهموا المثال الروسي، الذي لم يتوان عن التكشير عن أنيابه النووية والتلويح مرارا وتكرارا باستخدام أسلحة الدمار الشامل، بهدف تثبيط عزيمة أي دولة تهرول لإنقاذ أوكرانيا.

للإشارة، فقد أحالت وزارة الخارجية الصينية أسئلة رويترز حول هذه القضية إلى ""الجهة المختصة"". ولم ترد وزارة العلوم والتكنولوجيا الصينية على طلب التعليق. كما أحجم مكتب مدير المخابرات الوطنية الأمريكية بدوره عن ذلك.
هذا، ويبلغ عدد الرؤوس النووية التي تملكها الولايات المتحدة 3708 ، تليها روسيا التي تملك 4380، وفقا لتقديرات معهد ستوكهولم الدولي لأبحاث السلام (سيبري) في 2024. وكان هناك 500 رأس نووي في الصين، أي أكثر بـ90 مقارنة بالعدد المسجل عام 2023. وتأتي فرنسا (290) والمملكة المتحدة (225) في المرتبتين التاليتين مباشرة، حسب تقرير لوكالة الأنباء الفرنسية.","
                                        كشفت صور للأقمار الاصطناعية نشرتها رويترز الثلاثاء، عما يرجح أن يكون مختبرا صينيا ضخما للأبحاث النووية. هدف هذا المجمع البحثي الذي تكشف صوره لأول مرة، تعزيز مساعي بكين لإنتاج الطاقات المتجددة لكن خصوصا محاكاة تجارب الأسلحة النووية، حسب خبراء.                ",https://www.france24.com/ar/%D8%A2%D8%B3%D9%8A%D8%A7/20250202-%D8%B5%D9%88%D8%B1-%D8%A7%D9%84%D8%A3%D9%82%D9%85%D8%A7%D8%B1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A%D8%A9-%D8%AA%D9%83%D8%B4%D9%81-%D8%B9%D9%86-%D9%85%D8%AE%D8%AA%D8%A8%D8%B1-%D9%81%D9%8A-%D9%82%D9%84%D8%A8-%D8%A7%D9%84%D8%B5%D9%8A%D9%86-%D9%84%D8%AA%D8%B9%D8%B2%D9%8A%D8%B2-%D8%B7%D9%85%D9%88%D8%AD%D8%A7%D8%AA%D9%87%D8%A7-%D8%A7%D9%84%D9%86%D9%88%D9%88%D9%8A%D8%A9,https://s.france24.com/media/display/fe2e5466-df24-11ef-9a37-005056a97e36/w:720/p:16x9/300125-china-fusion-nuclear-m.png,02/02/2025 - 10:22,آسيا
19,France 24,No Author,تايلاند: احتجاجات الشباب المؤيدة للديمقراطية بين الأمل والخيبة,,"
                                                احتجاجات تاريخية هزت تايلاند منذ خمس سنوات، تجرأ شباب ولأول مرة، على تحدي المحظور وهو إصلاح نظام الحكم الملكي في بلد يمكن أن يؤدي فيه انتقاد الملك إلى السجن لمدة تصل إلى خمسة عشر عاماً. تغير المشهد السياسي حاليا بشكل كبير. فقد هُزم الجنرال الذي يكرهه المتظاهرون، في الانتخابات التي جرت في عام ألفين وثلاثة وعشرين، ما الذي طرأ على آمال الشباب التايلاندي؟ أين الديمقراطية؟ برنامج تذكرة عودة إلى تايلاند: أعده إلى العربية كمال البني.                    ",https://www.france24.com/ar/%D8%A8%D8%B1%D8%A7%D9%85%D8%AC/%D8%AA%D8%B0%D9%83%D8%B1%D8%A9-%D8%B9%D9%88%D8%AF%D8%A9/20250131-%D8%AA%D8%A7%D9%8A%D9%84%D8%A7%D9%86%D8%AF-%D8%A7%D8%AD%D8%AA%D8%AC%D8%A7%D8%AC%D8%A7%D8%AA-%D8%A7%D9%84%D8%B4%D8%A8%D8%A7%D8%A8-%D8%A7%D9%84%D9%85%D8%A4%D9%8A%D8%AF%D8%A9-%D9%84%D9%84%D8%AF%D9%8A%D9%85%D9%82%D8%B1%D8%A7%D8%B7%D9%8A%D8%A9-%D8%A8%D9%8A%D9%86-%D8%A7%D9%84%D8%A3%D9%85%D9%84-%D9%88%D8%A7%D9%84%D8%AE%D9%8A%D8%A8%D8%A9,https://s.france24.com/media/display/0460bb94-dfbb-11ef-8c1d-005056bf30b7/w:720/p:16x9/XX%20PUSH%20PICTURE%20VIERGE%20%280-00-00-00%29%20%281%29-1.jpg,31/01/2025 - 16:55,آسيا
